Thái Nguyên,B?n Tre,84,120,,,,,,,,,,,,
Thanh Hóa,B?n Tre,84,120,,,,,,,,,,,,
Th?a Thiên Hu?,B?n Tre,78,114,,,,,,,,,,,,
Tuyên Quang,B?n Tre,84,120,,,,,,,,,,,,
V?nh Phúc,B?n Tre,84,120,,,,,,,,,,,,
Yên Bái,B?n Tre,84,120,,,,,,,,,,,,
An Giang,B?n Tre,66,102,,,,,,,,,,,,
Bà R?a - V?ng Tàu,B?n Tre,66,102,,,,,,,,,,,,
B?c Liêu,B?n Tre,72,108,,,,,,,,,,,,
Bình D??ng,B?n Tre,66,102,,,,,,,,,,,,
Bình Ph??c,B?n Tre,78,114,,,,,,,,,,,,
Bình Thu?n,B?n Tre,78,114,,,,,,,,,,,,
Cà Mau,B?n Tre,72,108,,,,,,,,,,,,
C?n Th?,B?n Tre,66,102,,,,,,,,,,,,
??ng Nai,B?n Tre,66,102,,,,,,,,,,,,
??ng Tháp,B?n Tre,66,102,,,,,,,,,,,,
H?u Giang,B?n Tre,66,102,,,,,,,,,,,,
Kiên Giang,B?n Tre,66,102,,,,,,,,,,,,
Sóc Tr?ng,B?n Tre,72,108,,,,,,,,,,,,
Tây Ninh,B?n Tre,66,102,,,,,,,,,,,,
Phú Yên,Bình ??nh,72,126,,,,,,,,,,,,
An Giang,Bình ??nh,78,120,,,,,,,,,,,,
Bà R?a - V?ng Tàu,Bình ??nh,84,126,,,,,,,,,,,,
B?c Giang,Bình ??nh,78,120,,,,,,,,,,,,
B?c K?n,Bình ??nh,84,126,,,,,,,,,,,,
B?c Liêu,Bình ??nh,84,126,,,,,,,,,,,,
B?c Ninh,Bình ??nh,84,126,,,,,,,,,,,,
Bình ??nh,Bình ??nh,24,78,,,,,,,,,,,,
B?n Tre,Bình ??nh,84,126,,,,,,,,,,,,
Bình D??ng,Bình ??nh,84,126,,,,,,,,,,,,
Bình Ph??c,Bình ??nh,84,126,,,,,,,,,,,,
Bình Thu?n,Bình ??nh,78,120,,,,,,,,,,,,
Cà Mau,Bình ??nh,84,126,,,,,,,,,,,,
C?n Th?,Bình ??nh,78,120,,,,,,,,,,,,
Cao B?ng,Bình ??nh,84,126,,,,,,,,,,,,
?à N?ng,Bình ??nh,72,114,,,,,,,,,,,,
??k L?k,Bình ??nh,84,126,,,,,,,,,,,,
??k Nông,Bình ??nh,84,126,,,,,,,,,,,,
?i?n Biên,Bình ??nh,84,126,,,,,,,,,,,,
??ng Nai,Bình ??nh,84,126,,,,,,,,,,,,
??ng Tháp,Bình ??nh,78,120,,,,,,,,,,,,
Gia Lai,Bình ??nh,84,126,,,,,,,,,,,,
Hà Giang,Bình ??nh,84,126,,,,,,,,,,,,
Hà Nam,Bình ??nh,84,126,,,,,,,,,,,,
Hà N?i,Bình ??nh,78,120,,,,,,,,,,,,
Hà T?nh,Bình ??nh,84,126,,,,,,,,,,,,
H?i D??ng,Bình ??nh,84,126,,,,,,,,,,,,
H?i Phòng,Bình ??nh,84,126,,,,,,,,,,,,
H?u Giang,Bình ??nh,78,120,,,,,,,,,,,,
TP. H? Chí Minh,Bình ??nh,78,120,,,,,,,,,,,,
Hòa Bình,Bình ??nh,84,126,,,,,,,,,,,,
H?ng Yên,Bình ??nh,84,126,,,,,,,,,,,,
Kiên Giang,Bình ??nh,78,120,,,,,,,,,,,,
Kon Tum,Bình ??nh,78,120,,,,,,,,,,,,
Lai Châu,Bình ??nh,84,126,,,,,,,,,,,,
Lâm ??ng,Bình ??nh,84,126,,,,,,,,,,,,
L?ng S?n,Bình ??nh,84,126,,,,,,,,,,,,
Long An,Bình ??nh,84,126,,,,,,,,,,,,
Nam ??nh,Bình ??nh,78,120,,,,,,,,,,,,
Ngh? An,Bình ??nh,84,126,,,,,,,,,,,,
Ninh Bình,Bình ??nh,84,126,,,,,,,,,,,,
Ninh Thu?n,Bình ??nh,84,126,,,,,,,,,,,,
Phú Th?,Bình ??nh,84,126,,,,,,,,,,,,
Qu?ng Bình,Bình ??nh,78,120,,,,,,,,,,,,
Qu?ng Ninh,Bình ??nh,84,126,,,,,,,,,,,,
Qu?ng Tr?,Bình ??nh,84,126,,,,,,,,,,,,
Sóc Tr?ng,Bình ??nh,84,126,,,,,,,,,,,,
S?n La,Bình ??nh,84,126,,,,,,,,,,,,
Tây Ninh,Bình ??nh,84,126,,,,,,,,,,,,
Thái Bình,Bình ??nh,84,126,,,,,,,,,,,,
Thái Nguyên,Bình ??nh,84,126,,,,,,,,,,,,
Thanh Hóa,Bình ??nh,84,126,,,,,,,,,,,,
Th?a Thiên Hu?,Bình ??nh,72,114,,,,,,,,,,,,
Ti?n Giang,Bình ??nh,84,126,,,,,,,,,,,,
Trà Vinh,Bình ??nh,78,120,,,,,,,,,,,,
Tuyên Quang,Bình ??nh,84,126,,,,,,,,,,,,
V?nh Long,Bình ??nh,78,120,,,,,,,,,,,,
V?nh Phúc,Bình ??nh,84,126,,,,,,,,,,,,
Yên Bái,Bình ??nh,84,126,,,,,,,,,,,,
Khánh Hòa,Bình ??nh,84,126,,,,,,,,,,,,
Lào Cai,Bình ??nh,84,126,,,,,,,,,,,,
Qu?ng Nam,Bình ??nh,72,114,,,,,,,,,,,,
Qu?ng Ngãi,Bình ??nh,66,108,,,,,,,,,,,,
Bình Ph??c,Bình D??ng,54,108,,,,,,,,,,,,
??ng Nai,Bình D??ng,54,108,,,,,,,,,,,,
TP. H? Chí Minh,Bình D??ng,48,102,,,,,,,,,,,,
Long An,Bình D??ng,54,108,,,,,,,,,,,,
Tây Ninh,Bình D??ng,54,108,,,,,,,,,,,,
Ti?n Giang,Bình D??ng,54,108,,,,,,,,,,,,
B?c Giang,Bình D??ng,78,126,,,,,,,,,,,,
B?c K?n,Bình D??ng,78,126,,,,,,,,,,,,
Bình D??ng,Bình D??ng,24,78,,,,,,,,,,,,
B?c Ninh,Bình D??ng,78,126,,,,,,,,,,,,
Bình ??nh,Bình D??ng,84,132,,,,,,,,,,,,
Cà Mau,Bình D??ng,72,120,,,,,,,,,,,,
Cao B?ng,Bình D??ng,78,126,,,,,,,,,,,,
?à N?ng,Bình D??ng,78,126,,,,,,,,,,,,
??k L?k,Bình D??ng,72,120,,,,,,,,,,,,
?i?n Biên,Bình D??ng,84,132,,,,,,,,,,,,
Gia Lai,Bình D??ng,84,132,,,,,,,,,,,,
Hà Giang,Bình D??ng,84,132,,,,,,,,,,,,
Hà Nam,Bình D??ng,78,126,,,,,,,,,,,,
Hà N?i,Bình D??ng,72,120,,,,,,,,,,,,
Hà T?nh,Bình D??ng,84,132,,,,,,,,,,,,
H?i D??ng,Bình D??ng,78,126,,,,,,,,,,,,
H?i Phòng,Bình D??ng,78,126,,,,,,,,,,,,
Hòa Bình,Bình D??ng,78,126,,,,,,,,,,,,
H?ng Yên,Bình D??ng,78,126,,,,,,,,,,,,
Khánh Hòa,Bình D??ng,72,120,,,,,,,,,,,,
Kon Tum,Bình D??ng,84,132,,,,,,,,,,,,
Lai Châu,Bình D??ng,84,132,,,,,,,,,,,,
L?ng S?n,Bình D??ng,78,126,,,,,,,,,,,,
Lào Cai,Bình D??ng,84,132,,,,,,,,,,,,
Nam ??nh,Bình D??ng,78,126,,,,,,,,,,,,
Ngh? An,Bình D??ng,78,126,,,,,,,,,,,,
Ninh Bình,Bình D??ng,78,126,,,,,,,,,,,,
Ninh Thu?n,Bình D??ng,84,132,,,,,,,,,,,,
Phú Th?,Bình D??ng,78,126,,,,,,,,,,,,
Phú Yên,Bình D??ng,78,126,,,,,,,,,,,,
Qu?ng Bình,Bình D??ng,84,132,,,,,,,,,,,,
Qu?ng Nam,Bình D??ng,78,126,,,,,,,,,,,,
Qu?ng Ngãi,Bình D??ng,78,126,,,,,,,,,,,,
Qu?ng Ninh,Bình D??ng,78,126,,,,,,,,,,,,
Qu?ng Tr?,Bình D??ng,78,126,,,,,,,,,,,,
S?n La,Bình D??ng,84,132,,,,,,,,,,,,
Thái Bình,Bình D??ng,78,126,,,,,,,,,,,,
Thái Nguyên,Bình D??ng,78,126,,,,,,,,,,,,
Thanh Hóa,Bình D??ng,78,126,,,,,,,,,,,,
Th?a Thiên Hu?,Bình D??ng,78,126,,,,,,,,,,,,
Tuyên Quang,Bình D??ng,78,126,,,,,,,,,,,,
V?nh Phúc,Bình D??ng,78,126,,,,,,,,,,,,
Yên Bái,Bình D??ng,78,126,,,,,,,,,,,,
An Giang,Bình D??ng,66,114,,,,,,,,,,,,
Bà R?a - V?ng Tàu,Bình D??ng,66,114,,,,,,,,,,,,
B?c Liêu,Bình D??ng,72,120,,,,,,,,,,,,
B?n Tre,Bình D??ng,66,114,,,,,,,,,,,,
Bình Thu?n,Bình D??ng,72,120,,,,,,,,,,,,
C?n Th?,Bình D??ng,66,114,,,,,,,,,,,,
??k Nông,Bình D??ng,66,114,,,,,,,,,,,,
??ng Tháp,Bình D??ng,66,114,,,,,,,,,,,,
H?u Giang,Bình D??ng,66,114,,,,,,,,,,,,
Kiên Giang,Bình D??ng,66,114,,,,,,,,,,,,
Lâm ??ng,Bình D??ng,66,114,,,,,,,,,,,,
Sóc Tr?ng,Bình D??ng,72,120,,,,,,,,,,,,
Trà Vinh,Bình D??ng,66,114,,,,,,,,,,,,
V?nh Long,Bình D??ng,66,114,,,,,,,,,,,,
Bình D??ng,Bình Ph??c,66,120,,,,,,,,,,,,
??ng Nai,Bình Ph??c,66,120,,,,,,,,,,,,
B?c Giang,Bình Ph??c,84,126,,,,,,,,,,,,
B?c K?n,Bình Ph??c,84,126,,,,,,,,,,,,
B?c Liêu,Bình Ph??c,84,126,,,,,,,,,,,,
B?c Ninh,Bình Ph??c,84,126,,,,,,,,,,,,
Bình ??nh,Bình Ph??c,84,126,,,,,,,,,,,,
Cà Mau,Bình Ph??c,84,126,,,,,,,,,,,,
Cao B?ng,Bình Ph??c,84,126,,,,,,,,,,,,
Bình Ph??c,Bình Ph??c,24,78,,,,,,,,,,,,
?à N?ng,Bình Ph??c,78,120,,,,,,,,,,,,
?i?n Biên,Bình Ph??c,84,126,,,,,,,,,,,,
Gia Lai,Bình Ph??c,84,126,,,,,,,,,,,,
Hà Giang,Bình Ph??c,84,126,,,,,,,,,,,,
Hà Nam,Bình Ph??c,84,126,,,,,,,,,,,,
Hà N?i,Bình Ph??c,84,126,,,,,,,,,,,,
Hà T?nh,Bình Ph??c,84,126,,,,,,,,,,,,
H?i D??ng,Bình Ph??c,84,126,,,,,,,,,,,,
H?i Phòng,Bình Ph??c,84,126,,,,,,,,,,,,
H?u Giang,Bình Ph??c,66,108,,,,,,,,,,,,
Hòa Bình,Bình Ph??c,84,126,,,,,,,,,,,,
H?ng Yên,Bình Ph??c,84,126,,,,,,,,,,,,
Khánh Hòa,Bình Ph??c,78,120,,,,,,,,,,,,
Kiên Giang,Bình Ph??c,66,108,,,,,,,,,,,,
Kon Tum,Bình Ph??c,84,126,,,,,,,,,,,,
Lai Châu,Bình Ph??c,84,126,,,,,,,,,,,,
Lâm ??ng,Bình Ph??c,72,114,,,,,,,,,,,,
L?ng S?n,Bình Ph??c,84,126,,,,,,,,,,,,
Lào Cai,Bình Ph??c,84,126,,,,,,,,,,,,
Nam ??nh,Bình Ph??c,84,126,,,,,,,,,,,,
Ngh? An,Bình Ph??c,84,126,,,,,,,,,,,,
Ninh Bình,Bình Ph??c,84,126,,,,,,,,,,,,
Ninh Thu?n,Bình Ph??c,84,126,,,,,,,,,,,,
Phú Th?,Bình Ph??c,84,126,,,,,,,,,,,,
Phú Yên,Bình Ph??c,84,126,,,,,,,,,,,,
Qu?ng Bình,Bình Ph??c,84,126,,,,,,,,,,,,
Qu?ng Nam,Bình Ph??c,78,120,,,,,,,,,,,,
Qu?ng Ngãi,Bình Ph??c,78,120,,,,,,,,,,,,
Qu?ng Ninh,Bình Ph??c,84,126,,,,,,,,,,,,
Qu?ng Tr?,Bình Ph??c,78,120,,,,,,,,,,,,
Sóc Tr?ng,Bình Ph??c,78,120,,,,,,,,,,,,
S?n La,Bình Ph??c,84,126,,,,,,,,,,,,
Thái Bình,Bình Ph??c,84,126,,,,,,,,,,,,
Thái Nguyên,Bình Ph??c,84,126,,,,,,,,,,,,
Thanh Hóa,Bình Ph??c,84,126,,,,,,,,,,,,
Th?a Thiên Hu?,Bình Ph??c,78,120,,,,,,,,,,,,
Tuyên Quang,Bình Ph??c,84,126,,,,,,,,,,,,
V?nh Phúc,Bình Ph??c,84,126,,,,,,,,,,,,
Yên Bái,Bình Ph??c,84,126,,,,,,,,,,,,
An Giang,Bình Ph??c,66,108,,,,,,,,,,,,
Bà R?a - V?ng Tàu,Bình Ph??c,78,120,,,,,,,,,,,,
B?n Tre,Bình Ph??c,78,120,,,,,,,,,,,,
Bình Thu?n,Bình Ph??c,72,114,,,,,,,,,,,,
C?n Th?,Bình Ph??c,66,108,,,,,,,,,,,,
??k L?k,Bình Ph??c,72,114,,,,,,,,,,,,
??k Nông,Bình Ph??c,66,108,,,,,,,,,,,,
??ng Tháp,Bình Ph??c,66,108,,,,,,,,,,,,
TP. H? Chí Minh,Bình Ph??c,66,108,,,,,,,,,,,,
Long An,Bình Ph??c,78,120,,,,,,,,,,,,
Tây Ninh,Bình Ph??c,66,108,,,,,,,,,,,,
Ti?n Giang,Bình Ph??c,78,120,,,,,,,,,,,,
Trà Vinh,Bình Ph??c,66,108,,,,,,,,,,,,
V?nh Long,Bình Ph??c,66,108,,,,,,,,,,,,
An Giang,Bình Thu?n,78,132,,,,,,,,,,,,
B?c Giang,Bình Thu?n,84,138,,,,,,,,,,,,
B?c K?n,Bình Thu?n,84,138,,,,,,,,,,,,
B?c Liêu,Bình Thu?n,78,132,,,,,,,,,,,,
B?c Ninh,Bình Thu?n,84,138,,,,,,,,,,,,
Bình ??nh,Bình Thu?n,78,132,,,,,,,,,,,,
Cà Mau,Bình Thu?n,78,132,,,,,,,,,,,,
C?n Th?,Bình Thu?n,66,120,,,,,,,,,,,,
Cao B?ng,Bình Thu?n,84,138,,,,,,,,,,,,
?à N?ng,Bình Thu?n,78,132,,,,,,,,,,,,
Bình Thu?n,Bình Thu?n,24,78,,,,,,,,,,,,
??k L?k,Bình Thu?n,84,138,,,,,,,,,,,,
??k Nông,Bình Thu?n,78,126,,,,,,,,,,,,
?i?n Biên,Bình Thu?n,84,138,,,,,,,,,,,,
??ng Tháp,Bình Thu?n,66,120,,,,,,,,,,,,
Gia Lai,Bình Thu?n,84,138,,,,,,,,,,,,
Hà Giang,Bình Thu?n,84,138,,,,,,,,,,,,
Hà Nam,Bình Thu?n,84,138,,,,,,,,,,,,
Hà N?i,Bình Thu?n,84,138,,,,,,,,,,,,
Hà T?nh,Bình Thu?n,84,138,,,,,,,,,,,,
H?i D??ng,Bình Thu?n,84,138,,,,,,,,,,,,
H?i Phòng,Bình Thu?n,84,138,,,,,,,,,,,,
H?u Giang,Bình Thu?n,66,120,,,,,,,,,,,,
Hòa Bình,Bình Thu?n,84,138,,,,,,,,,,,,
H?ng Yên,Bình Thu?n,84,138,,,,,,,,,,,,
Kiên Giang,Bình Thu?n,78,132,,,,,,,,,,,,
Kon Tum,Bình Thu?n,84,138,,,,,,,,,,,,
Lai Châu,Bình Thu?n,84,138,,,,,,,,,,,,
Lâm ??ng,Bình Thu?n,84,138,,,,,,,,,,,,
L?ng S?n,Bình Thu?n,84,138,,,,,,,,,,,,
Lào Cai,Bình Thu?n,84,138,,,,,,,,,,,,
Nam ??nh,Bình Thu?n,84,138,,,,,,,,,,,,
Ngh? An,Bình Thu?n,84,138,,,,,,,,,,,,
Ninh Bình,Bình Thu?n,84,138,,,,,,,,,,,,
Phú Th?,Bình Thu?n,84,138,,,,,,,,,,,,
Phú Yên,Bình Thu?n,72,126,,,,,,,,,,,,
Qu?ng Bình,Bình Thu?n,84,138,,,,,,,,,,,,
Qu?ng Nam,Bình Thu?n,78,132,,,,,,,,,,,,
Qu?ng Ngãi,Bình Thu?n,78,132,,,,,,,,,,,,
Qu?ng Ninh,Bình Thu?n,84,138,,,,,,,,,,,,
Qu?ng Tr?,Bình Thu?n,78,132,,,,,,,,,,,,
Sóc Tr?ng,Bình Thu?n,78,132,,,,,,,,,,,,
S?n La,Bình Thu?n,84,138,,,,,,,,,,,,
Thái Bình,Bình Thu?n,84,138,,,,,,,,,,,,
Thái Nguyên,Bình Thu?n,84,138,,,,,,,,,,,,
Thanh Hóa,Bình Thu?n,84,138,,,,,,,,,,,,
Th?a Thiên Hu?,Bình Thu?n,78,132,,,,,,,,,,,,
Trà Vinh,Bình Thu?n,66,120,,,,,,,,,,,,
Tuyên Quang,Bình Thu?n,84,138,,,,,,,,,,,,
V?nh Long,Bình Thu?n,66,120,,,,,,,,,,,,
V?nh Phúc,Bình Thu?n,84,138,,,,,,,,,,,,
Yên Bái,Bình Thu?n,84,138,,,,,,,,,,,,
Bà R?a - V?ng Tàu,Bình Thu?n,72,126,,,,,,,,,,,,
B?n Tre,Bình Thu?n,72,126,,,,,,,,,,,,
Bình D??ng,Bình Thu?n,72,126,,,,,,,,,,,,
Bình Ph??c,Bình Thu?n,72,126,,,,,,,,,,,,
??ng Nai,Bình Thu?n,72,126,,,,,,,,,,,,
TP. H? Chí Minh,Bình Thu?n,72,126,,,,,,,,,,,,
Khánh Hòa,Bình Thu?n,84,138,,,,,,,,,,,,
Long An,Bình Thu?n,72,126,,,,,,,,,,,,
Ninh Thu?n,Bình Thu?n,90,138,,,,,,,,,,,,
Tây Ninh,Bình Thu?n,72,126,,,,,,,,,,,,
Ti?n Giang,Bình Thu?n,72,126,,,,,,,,,,,,
B?c Liêu,Cà Mau,54,102,,,,,,,,,,,,
Bà R?a - V?ng Tàu,Cà Mau,84,120,,,,,,,,,,,,
B?c Giang,Cà Mau,84,120,,,,,,,,,,,,
B?c K?n,Cà Mau,84,120,,,,,,,,,,,,
B?c Ninh,Cà Mau,84,120,,,,,,,,,,,,
Bình ??nh,Cà Mau,84,120,,,,,,,,,,,,
Bình D??ng,Cà Mau,84,120,,,,,,,,,,,,
Bình Ph??c,Cà Mau,84,120,,,,,,,,,,,,
Bình Thu?n,Cà Mau,84,120,,,,,,,,,,,,
Cao B?ng,Cà Mau,84,120,,,,,,,,,,,,
?à N?ng,Cà Mau,84,120,,,,,,,,,,,,
Cà Mau,Cà Mau,24,72,,,,,,,,,,,,
??k L?k,Cà Mau,84,120,,,,,,,,,,,,
??k Nông,Cà Mau,84,120,,,,,,,,,,,,
?i?n Biên,Cà Mau,84,120,,,,,,,,,,,,
??ng Nai,Cà Mau,84,120,,,,,,,,,,,,
Gia Lai,Cà Mau,78,114,,,,,,,,,,,,
Hà Giang,Cà Mau,84,120,,,,,,,,,,,,
Hà Nam,Cà Mau,84,120,,,,,,,,,,,,
Hà N?i,Cà Mau,84,120,,,,,,,,,,,,
Hà T?nh,Cà Mau,84,120,,,,,,,,,,,,
H?i D??ng,Cà Mau,78,114,,,,,,,,,,,,
H?i Phòng,Cà Mau,78,114,,,,,,,,,,,,
TP. H? Chí Minh,Cà Mau,72,108,,,,,,,,,,,,
Hòa Bình,Cà Mau,84,120,,,,,,,,,,,,
H?ng Yên,Cà Mau,78,114,,,,,,,,,,,,
Khánh Hòa,Cà Mau,78,114,,,,,,,,,,,,
Kon Tum,Cà Mau,84,120,,,,,,,,,,,,
Lai Châu,Cà Mau,84,120,,,,,,,,,,,,
Lâm ??ng,Cà Mau,84,120,,,,,,,,,,,,
L?ng S?n,Cà Mau,84,120,,,,,,,,,,,,
Lào Cai,Cà Mau,84,120,,,,,,,,,,,,
Nam ??nh,Cà Mau,84,120,,,,,,,,,,,,
Ngh? An,Cà Mau,84,120,,,,,,,,,,,,
Ninh Bình,Cà Mau,84,120,,,,,,,,,,,,
Ninh Thu?n,Cà Mau,84,120,,,,,,,,,,,,
Phú Th?,Cà Mau,84,120,,,,,,,,,,,,
Phú Yên,Cà Mau,84,120,,,,,,,,,,,,
Qu?ng Bình,Cà Mau,84,120,,,,,,,,,,,,
Qu?ng Nam,Cà Mau,84,120,,,,,,,,,,,,
Qu?ng Ngãi,Cà Mau,84,120,,,,,,,,,,,,
Qu?ng Ninh,Cà Mau,84,120,,,,,,,,,,,,
Qu?ng Tr?,Cà Mau,84,120,,,,,,,,,,,,
S?n La,Cà Mau,84,120,,,,,,,,,,,,
Tây Ninh,Cà Mau,84,120,,,,,,,,,,,,
Thái Bình,Cà Mau,84,120,,,,,,,,,,,,
Thái Nguyên,Cà Mau,84,120,,,,,,,,,,,,
Thanh Hóa,Cà Mau,84,120,,,,,,,,,,,,
Th?a Thiên Hu?,Cà Mau,84,120,,,,,,,,,,,,
Tuyên Quang,Cà Mau,84,120,,,,,,,,,,,,
V?nh Phúc,Cà Mau,84,120,,,,,,,,,,,,
Yên Bái,Cà Mau,84,120,,,,,,,,,,,,
An Giang,Cà Mau,66,102,,,,,,,,,,,,
B?n Tre,Cà Mau,84,120,,,,,,,,,,,,
C?n Th?,Cà Mau,66,102,,,,,,,,,,,,
??ng Tháp,Cà Mau,66,102,,,,,,,,,,,,
H?u Giang,Cà Mau,66,102,,,,,,,,,,,,
Kiên Giang,Cà Mau,66,102,,,,,,,,,,,,
Long An,Cà Mau,84,120,,,,,,,,,,,,
Sóc Tr?ng,Cà Mau,66,102,,,,,,,,,,,,
Ti?n Giang,Cà Mau,84,120,,,,,,,,,,,,
Trà Vinh,Cà Mau,66,102,,,,,,,,,,,,
V?nh Long,Cà Mau,66,102,,,,,,,,,,,,
An Giang,C?n Th?,54,102,,,,,,,,,,,,
??ng Tháp,C?n Th?,54,102,,,,,,,,,,,,
H?u Giang,C?n Th?,54,102,,,,,,,,,,,,
Sóc Tr?ng,C?n Th?,54,102,,,,,,,,,,,,
Trà Vinh,C?n Th?,54,102,,,,,,,,,,,,
V?nh Long,C?n Th?,54,102,,,,,,,,,,,,
B?c Giang,C?n Th?,72,108,,,,,,,,,,,,
B?c K?n,C?n Th?,72,108,,,,,,,,,,,,
B?c Ninh,C?n Th?,72,108,,,,,,,,,,,,
Bình ??nh,C?n Th?,84,120,,,,,,,,,,,,
Bình Thu?n,C?n Th?,78,114,,,,,,,,,,,,
Cao B?ng,C?n Th?,72,108,,,,,,,,,,,,
C?n Th?,C?n Th?,24,72,,,,,,,,,,,,
?à N?ng,C?n Th?,78,114,,,,,,,,,,,,
??k L?k,C?n Th?,84,120,,,,,,,,,,,,
??k Nông,C?n Th?,66,102,,,,,,,,,,,,
?i?n Biên,C?n Th?,78,114,,,,,,,,,,,,
Gia Lai,C?n Th?,78,114,,,,,,,,,,,,
Hà Giang,C?n Th?,84,120,,,,,,,,,,,,
Hà Nam,C?n Th?,72,108,,,,,,,,,,,,
Hà N?i,C?n Th?,66,102,,,,,,,,,,,,
Hà T?nh,C?n Th?,78,114,,,,,,,,,,,,
H?i D??ng,C?n Th?,72,108,,,,,,,,,,,,
H?i Phòng,C?n Th?,72,108,,,,,,,,,,,,
Hòa Bình,C?n Th?,72,108,,,,,,,,,,,,
H?ng Yên,C?n Th?,72,108,,,,,,,,,,,,
Khánh Hòa,C?n Th?,78,114,,,,,,,,,,,,
Kon Tum,C?n Th?,84,120,,,,,,,,,,,,
Lai Châu,C?n Th?,78,114,,,,,,,,,,,,
Lâm ??ng,C?n Th?,78,114,,,,,,,,,,,,
L?ng S?n,C?n Th?,72,108,,,,,,,,,,,,
Lào Cai,C?n Th?,84,120,,,,,,,,,,,,
Nam ??nh,C?n Th?,72,108,,,,,,,,,,,,
Ngh? An,C?n Th?,72,108,,,,,,,,,,,,
Ninh Bình,C?n Th?,72,108,,,,,,,,,,,,
Ninh Thu?n,C?n Th?,84,120,,,,,,,,,,,,
Phú Th?,C?n Th?,72,108,,,,,,,,,,,,
Phú Yên,C?n Th?,84,120,,,,,,,,,,,,
Qu?ng Bình,C?n Th?,78,114,,,,,,,,,,,,
Qu?ng Nam,C?n Th?,78,114,,,,,,,,,,,,
Qu?ng Ngãi,C?n Th?,78,114,,,,,,,,,,,,
Qu?ng Ninh,C?n Th?,72,108,,,,,,,,,,,,
Qu?ng Tr?,C?n Th?,78,114,,,,,,,,,,,,
S?n La,C?n Th?,78,114,,,,,,,,,,,,
Thái Bình,C?n Th?,72,108,,,,,,,,,,,,
Thái Nguyên,C?n Th?,72,108,,,,,,,,,,,,
Thanh Hóa,C?n Th?,72,108,,,,,,,,,,,,
Th?a Thiên Hu?,C?n Th?,78,114,,,,,,,,,,,,
Tuyên Quang,C?n Th?,72,108,,,,,,,,,,,,
V?nh Phúc,C?n Th?,72,108,,,,,,,,,,,,
Yên Bái,C?n Th?,78,114,,,,,,,,,,,,
Bà R?a - V?ng Tàu,C?n Th?,66,102,,,,,,,,,,,,
B?c Liêu,C?n Th?,66,102,,,,,,,,,,,,
B?n Tre,C?n Th?,66,102,,,,,,,,,,,,
Bình D??ng,C?n Th?,66,102,,,,,,,,,,,,
Bình Ph??c,C?n Th?,78,114,,,,,,,,,,,,
Cà Mau,C?n Th?,66,102,,,,,,,,,,,,
??ng Nai,C?n Th?,66,102,,,,,,,,,,,,
TP. H? Chí Minh,C?n Th?,60,96,,,,,,,,,,,,
Kiên Giang,C?n Th?,66,102,,,,,,,,,,,,
Long An,C?n Th?,66,102,,,,,,,,,,,,
Tây Ninh,C?n Th?,66,102,,,,,,,,,,,,
Ti?n Giang,C?n Th?,66,102,,,,,,,,,,,,
An Giang,Cao B?ng,84,138,,,,,,,,,,,,
Bà R?a - V?ng Tàu,Cao B?ng,84,138,,,,,,,,,,,,
B?c Liêu,Cao B?ng,84,138,,,,,,,,,,,,
B?n Tre,Cao B?ng,84,138,,,,,,,,,,,,
Bình ??nh,Cao B?ng,84,138,,,,,,,,,,,,
Bình D??ng,Cao B?ng,84,138,,,,,,,,,,,,
Bình Ph??c,Cao B?ng,84,138,,,,,,,,,,,,
Bình Thu?n,Cao B?ng,84,138,,,,,,,,,,,,
Cà Mau,Cao B?ng,84,138,,,,,,,,,,,,
C?n Th?,Cao B?ng,84,138,,,,,,,,,,,,
?à N?ng,Cao B?ng,78,132,,,,,,,,,,,,
??k L?k,Cao B?ng,84,138,,,,,,,,,,,,
??k Nông,Cao B?ng,84,138,,,,,,,,,,,,
Cao B?ng,Cao B?ng,24,78,,,,,,,,,,,,
?i?n Biên,Cao B?ng,84,138,,,,,,,,,,,,
??ng Nai,Cao B?ng,84,138,,,,,,,,,,,,
??ng Tháp,Cao B?ng,84,138,,,,,,,,,,,,
Gia Lai,Cao B?ng,84,138,,,,,,,,,,,,
Hà Nam,Cao B?ng,72,126,,,,,,,,,,,,
Hà T?nh,Cao B?ng,84,138,,,,,,,,,,,,
H?i Phòng,Cao B?ng,72,126,,,,,,,,,,,,
H?u Giang,Cao B?ng,84,138,,,,,,,,,,,,
TP. H? Chí Minh,Cao B?ng,78,132,,,,,,,,,,,,
Hòa Bình,Cao B?ng,72,126,,,,,,,,,,,,
H?ng Yên,Cao B?ng,72,126,,,,,,,,,,,,
Khánh Hòa,Cao B?ng,84,138,,,,,,,,,,,,
Kiên Giang,Cao B?ng,84,138,,,,,,,,,,,,
Kon Tum,Cao B?ng,84,138,,,,,,,,,,,,
Lai Châu,Cao B?ng,84,138,,,,,,,,,,,,
Lâm ??ng,Cao B?ng,84,138,,,,,,,,,,,,
Lào Cai,Cao B?ng,84,138,,,,,,,,,,,,
Long An,Cao B?ng,84,138,,,,,,,,,,,,
Nam ??nh,Cao B?ng,72,126,,,,,,,,,,,,
Ngh? An,Cao B?ng,72,126,,,,,,,,,,,,
Ninh Bình,Cao B?ng,72,126,,,,,,,,,,,,
Ninh Thu?n,Cao B?ng,84,138,,,,,,,,,,,,
Phú Th?,Cao B?ng,72,126,,,,,,,,,,,,
Phú Yên,Cao B?ng,84,138,,,,,,,,,,,,
